publishedAt,authorDisplayName,textDisplay,likeCount
2024-12-02T02:14:17Z,@Arizal-eb3vl,Pak /bu bencana mah kuasa alloh swt tinggal bilang aj mau cepet cepet  pindah ibukota biar lancar jng nakut nakutin lah,0
2024-11-19T09:24:55Z,@ayamkecap-z5o,"peringatan BMKG aja panik kalian, sedangkan peringatan Allah akan akhirat kalian sepelekan, dasar manusia dalam keadaan merugi",0
2024-11-05T11:18:03Z,@ek3501,"Allah swt gempa gak ikut2 bro ,urusane alam semesta",0
2024-11-05T11:15:50Z,@ek3501,Bener gak mas,0
2024-11-02T09:09:50Z,@Mryam-nz7pb,Hbs,0
2024-11-02T09:09:38Z,@Mryam-nz7pb,Orang orang itu  ke hendak alloh tk usah di tunggu,0
2024-10-22T22:56:37Z,@ahmadheryawan8287,Innalilahi wa Inna ilaihi Raji&#39;un.<br># Indonesia siaga gempa Mega trust,1
2024-10-22T19:07:01Z,@AmriKer-nf9oj,Makan Tidur Aja Pegawai2 BMKG Ini,0
2024-10-22T19:06:15Z,@AmriKer-nf9oj,jadi Kok Ibuk Bilang Sudah Ada,1
2024-10-22T19:05:32Z,@AmriKer-nf9oj,"Apa Persiapan Nya Buk, Sampai Detik Ini Gak Ada penyuluhannya ke Masyarakat, Nol Besar Bu",1
2024-10-03T15:35:38Z,@bobygaya160,Alhamdullilah achirnya AZAB dari ALLAH akan menimpah diseluruh daerah yg byk manusia2 yg munafik .yg byk maksiatnya ..amin...,0
2024-09-29T15:06:47Z,@sumino5194,MEGATRUST TINGGAL TUNGGU WAKTU...MATI TINGGAL TUNGGU WAKTU...SHOLAT TINGGAL TUNGGU WAKTU...KIAMAT TINGGAL TUNGGU WAKTU....,0
2024-09-29T10:33:48Z,@NurWan-e3h,Siaaaaapkan diri masing2x dgn kurang kurangi dosa jauhi kemaksiatan lakukan dan jlnkan perintah Alloh yg maha kuasa,0
2024-09-25T10:31:38Z,@asmawirinaldi1668,Jangan mendahului yang maha kuasa hanya allah yg maha tahu segalanya semoga ini tidak prnh trjdi amin ya allah.....,0
2024-09-24T13:29:08Z,@WidodosuryoRaharjo-j9h,"BMKG lembaga yg bikin resah masyarakat, padahal ramalannya gk pernah benar",0
2024-09-25T02:49:53Z,@hanyasekedariseng1679,RAMALAN apaan sih? Potensi itu. Gedeg saya ini sama org yg diingetin malah ngeyel.😒 Kalau kejadian dan ga diingetin &quot;l4h BmKg 4b4I S4ma Ma5y4R4k4t K3cIL&quot; 😠,0
2024-09-24T13:26:55Z,@WidodosuryoRaharjo-j9h,"BMKG tu dari dulu sampai sekarang, kalau meramal apa saja gk pernah tepat",0
2024-09-23T17:38:01Z,@damarwulan8813,biarin kiamat juga biar gant baru lg alam ini,0
2024-09-20T08:53:50Z,@YantiYusuf-hi3uo,Waspadalah kita semuanya dgn ancaman bencana alam,1
2024-09-13T11:02:31Z,@AjrilAji-en8cx,"Nah,betul,sodaraku,aminn",0
2024-09-12T13:17:19Z,@mulyadigendingan8151,"Lima puluh persen tidak percaya buktinya belum ada,malah menakut nakuti orang saja itu hanya perkiraan saja",0
2024-09-12T11:57:12Z,@EyangMlekenuk,"Pasrah takdir, klo tinggi air 20 mtr mau lari kemana lagi 😂😂😂😂",0
2024-09-12T10:06:05Z,@Firdausakhla,Ada hubungan kah dengan ikn,0
2024-09-08T15:09:26Z,@dhiemazjayadiningrat353,"di Ambon Maluku kok ga ada pelatihan evakuasi dan lainnya ya?<br>apa bnyak koruptor yg pangkas dana dsni?, atau dsni bkn termasuk daerah perkiraan bencana besar itu?, atau pihak dan alat² pemerintah dsni ga mau mikirin atau malas?, atau spya masyarakat dsni tidak terlalu panik sewaktu dngar berita perkiraan bencana?<br>kasian dsni kan pasar kota itu di dekat perairan laut, perumahan dekat laut jg bnyak, lalu perumahan di dekat² tebing pun bnyak.<br>daerah timur indonesia termasuk ambon-ternate-papua kok sering di acuhkn kyk gni ya? apa² smua terlambat, bntuan terlambat, respon terlambat, teknologi terlambat, sampai kuota internet sj di mahal²in dan di lambatkn.<br>pantas sj bnyak muncul organisasi gerakan merdeka ambon dan papua krn pendekatan pemerintah yg kurang, dsb. mungkin solusi berpindah nya pusat pemerintahan dr jawa ke kalimantan mnjadi pilihan yg masuk akal walau bnyak kontra pendapat.",0
2024-09-07T13:04:49Z,@purniawanwan4296,Ni jadi pa tidak ya mega win nya,0
2024-09-07T07:01:13Z,@alitmastini7885,Semoga alam beserta isinya senantiasa dl keadaan baik🤲<br>Om Swaha🤲🙏,0
2024-09-07T02:09:05Z,@YniyniNi,"Jk mmg bnr trjd rg kya bs ngungsi dlu ke luarngri lah yg rg gk mmpu kyk sya mau ngunsi kmna, hrsny pmrnth lbh mmperhtkn kslmtn rkyt trtm prngtn dni gempa,yg sunami aceh aku rg smtra wkt tu rsny gncngny lma kli wlpn daerh ku gk brdmpk tp gncngny smpe kedrhku msh knget smpe skrg wkt tu aku msh smp msh lbr sklh stlh ujian smester",0
2024-09-05T14:19:22Z,@Gabbypasa-s8j,Megatrust koruptor  sdh terjadi  lalu bgmn mengatasix jgn cuma omongdong,0
2024-09-04T16:46:44Z,@asepukas15,Hebat nya jadi banyak paranormal di indonesi,0
2024-09-04T16:45:15Z,@mohammadtholib7349,Yg tau hanya Allah SWT.. Manusia hanya mengada ngada.. Jng nakut nakuti.. Berdoa saja moga jauh dari bencana,0
2024-09-04T06:26:29Z,@sulistyono8659,Iki wes koyok panitia Akhir zaman ae.....,0
2024-09-03T10:51:57Z,@AlmaAlma-u8m,"Semoga kluargaku dlm lindungan mu ya rob,,,semoga hanya angin llu",0
2024-09-03T10:35:10Z,@KesahSiPembual,"GK heran sih,,orng bnyk konten di kampung2 joget getar2 payu dara di jalan kyk karnaval😅",0
2024-09-03T09:42:40Z,@PioPio-b9f,sabar dan eklas dlm semua kenyata&quot;an,0
2024-09-03T04:10:02Z,@nauraaira2598,"Masih teringat saya waktu<br>gempa di Aceh sampai stunami. <br>geteran gempa 9,lebih<br>Kita kyk naik di ayunan",0
2024-09-02T16:43:07Z,@rikasayangdenard5821,Apa guna nya bmkg klo gk tau kapan pasti nya terjadiya gempa klo cuman ngarang&quot; akan ada genpa itu dukun juga bisa ngomong . Udh mkn uang negara kerja nol,0
2024-09-02T15:59:25Z,@adiwijayawijaya6994,Dari palembang 🙏🙏 <br>Salam kenal 🙏🙏🏾,0
2024-09-02T14:09:35Z,@CintamaivasinagaMaivasin-ez6eq,Sy pas tikan tidak terjadi gempa itu air laut surut itu karena angin dari darat  kencang,0
2024-09-02T12:06:05Z,@adiadi1612,Semua pajak di gunakn buat masang alat gepa di dasar laut bos  jgn buat koropsi aj  😅,0
2024-09-02T11:31:38Z,@antonmenanam,"Saya berada di Kota Bengkulu Tahun 2000 gempa berkekuatan 7,9 skala Richter. Semoga keluarga dan semua sahabat semuanya di bengkulu selalu di lindungi Allah, aamin..",0
2024-09-01T20:08:22Z,@yunusardianto6989,Menurut Saran kami Persiapan Paling UTAMA yaitu.&quot;BER-TAUBAT&quot; Jika kita Semua Tidak Menginginkan Bencana MegaTrush itu Benar2 Terjadi &amp; Pasti Akan Alloh Swt Tunda!!🤗😊,0
2024-09-01T17:43:48Z,@KangFaisal-Acong,BUAT PEMERINTAH PUSAT DAN BMKG SEBELUM DATANG GEMPA DAN SUNAMI KAMI MOHON UNTUK MEMBERI HIMBAWAN TERLEBIH DAHULU KEPADA SEMUA MASYARAKAT DI PULAU JAWA MELALU SMS DLL....SEBELUM TERJADINYA BENCANA UDAH ADA ALRM PERINGATAN....dan dari awal sudah mempersiapkan segala hal berupa biyaya.........,1
2024-09-01T17:03:32Z,@TitiSeblak-ms9jy,Semua kuasa Alloh,0
2024-09-01T12:49:25Z,@JayapuraCity-g2v,Jangan percaya sama manusia bmkg percayalah Allah...ko bicara apa buk2,0
2024-09-01T12:37:10Z,@AnsoriSh-v5j,Astaghfirulloh semoga kita dpt.perlindungan Slloh SWT AMIIN.YRB .ALAMIIN,0
2024-08-31T14:00:06Z,@SonyJr-vs3fo,Kiamat akan terjadi tinggal tunggu waktu pasti akan terjadi. Gempa akan terjadi tinggal tunggu waktu pintar bmkg yah mengelabui masarakat. Cuman rakyat nya yg bodo,0
2024-08-31T13:54:14Z,@SonyJr-vs3fo,Iyah tunggu waktu itu entah kapan. Entah 1thn 10th 30th BMKG itu benar. Kita cuma tunggu waktu. Mati juga tinggl tunggu waktu.,0
2024-08-31T12:39:37Z,@yuliantibaik4824,Qta bisa berdoa <br>Hidup maupun mati itu dah ada yg ngatur .,0
2024-08-31T12:38:50Z,@EkaGunadharma,apa kah kurang pasak dn intrustur nya byk terhambat menangani nya harus bagai mana kah,0
2024-08-31T12:38:33Z,@EkaGunadharma,apa kah kurang pasak dn intrustur nya byk terhambat menangani nya harus bagai mana kah,0
2024-08-31T03:48:37Z,@doniokta4176,Hampir semua pantai di wilayah Garut selatan  ikan2 sudah ke pinggir pantai😢,0
2024-08-31T02:25:24Z,@udinn2060,"semua kita serahkan pada vang kuasa,stunami aceh tidak ada yang tahu kalau gempa dari dulu sudah ada,soalnya spontan mau lari kemana",0
2024-08-30T13:52:54Z,@SitorSinaga-gv6dj,Tuhan yesus jauhkanlah kami dari marah bahaya yg ada di Indonesia ini ampunilah dosa dosa kami yg agar kami selalu dlm lindunganMU kami mohon,0
2024-08-30T11:22:31Z,@Yusrani_Official,Masih jauh😂 prediksi manusia😂😂😂 kok bisa mendahului,0
2024-08-30T04:27:01Z,@Madi0801-c1b,Tinggal tunggu waktu maksudnya berapa hari lagi dan tepat nya jam berapa,0
2024-08-30T01:19:24Z,@gusswa6235,Masih punya tuhan kok takut...<br>Semua kejadian hanya atas izin dan kuasanya....<br>Mintalah dan memohonlah agar semua baik baik saja😊👍👍,0
2024-08-29T22:12:33Z,@naililhuda727,Ws ura usah do medeni penteng manusia iku do ngibadah SG temen pasrah mbi seng Kuoso bne do ayem tentrem.....kbh seng ngator seng Kuoso.....<br>Jagad sak isine Yo Gusti kang mohon Agong SG ngerti seng terjadi .....<br>Q warga Indonesia yg berada di Brunei SMG tidak terjadi apa2 q yakin hanya Allah yg tau.....,0
2024-08-29T19:41:33Z,@amosginting8041,"Lupa akan ancaman bencana didepan mata, sibuk dgn masalah gaza",0
2024-08-29T13:23:36Z,@ryanofficial6927,Semoga pak menkominfo melihat video ini🙏 demi keselamatan kita bersama dan semoga yg korupsi dibuka kan mata dan hati agar uang tersebut bisa bermanfaat untuk masyarakat banyak🙏,0
2024-08-29T12:20:06Z,@DedeWeer,Sarolattttt,0
2024-08-29T08:24:07Z,@ijamsatria6474,Lah pret,0
2024-08-29T05:15:02Z,@SANG_MISTERI,manusia di ciptakan allah kenafa bilang bakal gempa semua pasrahkan sama allah semoga kita semua di berikan keselamatan panjang umur ada selalu dalam lindungan allah swt,0
2024-08-29T05:09:32Z,@pawitpawit1545,Jangan mendahulukan takdir dari yg maha kuasa,0
2024-08-28T16:20:54Z,@JozuaDolfJonathans,JESUS JESUS OOH JESUS<br>JESUS CHRIST<br>LINDUNGI KAMI,0
2024-08-28T13:52:23Z,@YonatanYonatan-tp7sc,Berita selanjut nya kpn hujan,0
2024-08-28T10:55:35Z,@diahandriani-bv5pw,Terima kasih informasinya BMKG. Semoga bangsa Indonesia selalu sehat dan senantiasa dalam libdungan Allah SWT. Aamiin,0
2024-08-28T05:52:39Z,@sulamtaufik651,HANYA ALLOH SWT. YG MAHA TAHU.,0
2024-08-28T04:09:52Z,@dickyirmawan4035,"Teori itu mudah. Teori yang hanya membuat resah warga, logika itu dipakai😂 semua tidak akan pernah tau kapan jelas nya. 😂😂 di atas langit masih ada langit. Konten itu yang membangun jangan membuat heboh warga...dijalanin saja sebagai mana mestinya. Kasihan banget bilamana orang sampai ketakutan,,,,",0
2024-08-28T01:04:12Z,@HeriPerman-b2x,Semoga selalu ada dalam lindungan Alloh SWT 🤲🤲🤲,0
2024-08-27T21:45:42Z,@udinuhu3221,Jangan panik kita berdoa saja kpd alloh swt mudah&quot;an di berikan keselamatan,0
2024-08-27T16:01:15Z,@echatasrief2794,Back sounds nya ganggu banget 😂,0
2024-08-27T11:06:48Z,@rahmatwkp,mantap pak gundul,0
2024-08-27T08:23:37Z,@mardikuswandi472,"saya tidak memahami berita ini, disampaikan dengan cara yang biasa......kalau memang ini adalah bencana harusnya di tanggapi dengan serius bukan hanya berita......lakukan pencegahan untuk tidak menimbulkan korban jiwa dalam jumlah besar.....ataupun tanggap bencana....BMKG harus bertanggung jawab bila terjadi korban jiwa dalam jumlah besar....",0
2024-08-27T06:51:10Z,@subiyantoro9240,Baru kali ini ada gempa bisa di prediksi.,1
2024-08-27T06:30:35Z,@librianitaoktaviana8795,0ppll&quot;,0
2024-08-26T17:07:45Z,@naffakidsofficial,kiamat besar dan kematian pun itu sama-sama tinggal tunggu waktu. yg tidak tau itu mati dalam keadaan serentak atau perorangan ini yg perlu lebih di waspadai<br><br>tapi kayaknya serentak deh..sama halnya pemilu dan korupsi,0
2024-08-26T15:40:19Z,@putridharma3200,Ada yang berlatih ilmu pengendali tanah,0
2024-08-26T14:10:15Z,@cumamacan,waktunya kapan min? gak sabar pengen liat megatrush nya kayak gmn min. penasaran,0
2024-08-26T13:54:07Z,@stia_channel,BMKG harus mendobrak kegiatan edukasi gempa lebih gencar supaya meminimalisir adanya korban nyawa dan kecemasan berlebih di Tengah masyarakat.<br>masyarakat harus patuhi sesuai arahan bmkg<br>dan oknum sdm rendah kalau ada sensor peringatan dini gempa jangan di rusak kocak.,0
2024-08-26T13:45:55Z,@KamuNainyak,Barusan sekali ada gempa dijogja pusatnya digunungkidul😢,0
2024-08-26T04:50:05Z,@maitsafadhila9272,Edukasi dan latihan2 ..penting ini..agar warga siap...harus bagaimana,0
2024-08-26T03:32:38Z,@ADEDINIARINA-8a,kui urusane gusti allah....penting mulyono lengser dulu...sunamine biar kerumah mulyono,0
2024-08-26T02:04:40Z,@mutachanel587,di tunggu tanggal mainya😂,0
2024-08-25T23:33:16Z,@mhdmurianto8116,"Melihat dri peta,semua pulau terdampak gempa bumi,atau terdampak sunami....hanya satu pulau yg tidak terdampak bencana....ada apa denganmu?? Wallahua&#39;lam...",0
2024-08-25T21:15:55Z,@melonlord5026,"Tunggu waktunya sampe kapan nih? Menunggu itu capek tau, apalagi nungguin doi.",0
2024-08-25T20:36:12Z,@zaharahbintiharunzaharah5960,"MARILAH bersama rombongannya imam mahdi.. MALAPETAKA berlipat-lipat kali di depan.. jangan sembah berhala itu harta benda kenderaan perhiasan binaan dll jangan jadi hamba abdi berhutang riba, jangan malu miskin tiada apa itu merdeka, selamatlah diri dan keluarga sederhanalah..",1
2024-08-25T15:50:38Z,@anexacan9618,Untung ikn sudah siap,0
2024-08-25T15:14:40Z,@haimanmadjedi4085,Iya  memang  tinggal  tunggu waktu   karena  indonesia  terletak pada  lempeng  gempa,0
2024-08-25T14:41:13Z,@Celeng4Ne,Hanya Memohon pertolongan kepada Allah SWT sajalah maka kita akan selamat dunia dan akhirat ❤الله❤,0
2024-08-25T14:22:50Z,@azrakhalisamarta,Ko Kalimantan ga ya,0
2024-08-25T13:48:40Z,@hantukali6017,"Pulau jawa akan di pisah oleh laut,dan tidak bisa di bentangkan jembatan karena bayu maruto gegirisi,",0
2024-08-25T11:14:11Z,@kusyadi5454,Apa2 pasti nggu waktu😢😅😅,0
2024-08-25T11:13:46Z,@kusyadi5454,Kwjwkw dari dulu mang nggu waktu brooo😮😮😮,0
2024-08-25T10:40:46Z,@AlapalapPutih,Hox,0
2024-08-25T09:01:11Z,@filokhilmahfud,sebenarnya 10 detik sebelum gempa teradi BMKG bisa mengetahui.... tapi alat tehnologinya tidak punya karena biayanya mahal dan mau nitip masih belum ada respon masih wacana yg sudah diketahui pemerintah... lah uang negara buat apa saja...,0
2024-08-25T08:45:53Z,@Magic5-z7y,Bmkg enggak salah bersyukur kita di kasih tau agar kita waspada dan mempersiapkan mental kita .apa bila itu terjadi .,0
2024-08-25T08:41:55Z,@Magic5-z7y,Yah allah terkadang tidak mendahulukan allah.ingat waktu gempa di aceh kata almarhum nenek saya.dia tau dari pak ustat dan dari bmkg.entah kapan ada mau musibah baesar dan bencana besar melanda tapi entah dimana .katanya tapi terbukti.aceh menjadi pusatnya .dan musibah iru terjadi.allah huakbar.,0
2024-08-30T03:06:38Z,@Innw999,"Gimana Tuhan gak murka pas 2004 saudara kita yg Nasrani di larang ibadah dan natalan, mereka di suruh natalan di atas gunung. Dan apa yg terjadi pas mereka sampai gunung ya 🌊",0
2024-08-25T08:15:11Z,@Stepa_LB477,Syukur aku tidak tinggal di sana,0
2024-08-25T08:01:08Z,@Watinah123_,Ya allah lindungilah anak² ku selmtkanlh ya allah tolong jaga semua keluarga ku ya allah amin semoga semua umat nanusia di indonesia di lindungi allah ya allah amin,0
2024-08-25T07:59:27Z,@Watinah123_,Ya allah semoga tdk yerjadi gempa megatrus di indonesia ya allah aminn,0
2024-08-25T07:30:04Z,@FhhsCbndnnd,Ibu.cara.memasang.alat.itu.kan.bisa.bekerja.sama.dengan.orang.yang.membor.minyak.lepas.pantai.yang.ada.di.indonesia.jangankan.6km.ratusan.kilometerpun.sanggup.dibor.didalam.laut.terima.kasih.,0
2024-08-25T07:14:22Z,@Sudarmadji-sk3te,⚠😂MEGA TRUST kelak terjadi diberbagai negara2 belahan dunia karena BUMI yg sudah tua.😭,0
2024-08-25T05:56:52Z,@darsonooono6443,Itu cuma politik bos❤❤❤,0
2024-08-25T05:11:23Z,@muhammadnadlhif5177,apa gunanya BMKG,0
2024-08-25T04:49:04Z,@HOTNEWS93,"Waktu datangnya gempa HANYA TUHAN yang tau.   BMKG kurang kerjaan,    ramalan cuaca, keAkuratannya berapa % kah ???????",0
2024-08-25T04:22:20Z,@cantikacantik6961,hoak,0
2024-08-25T00:50:10Z,@JagatWengi,Knpa kalian senang indonesia tempat kita terjadi bencana<br>Dan kalian merasa bangga<br>Dan seperti kalian agung agungkan <br>Aneh kalian ini,0
2024-08-24T23:38:06Z,@kalthomhamzah1840,Apa itu lempeng klau d mlysia lempeng d mkn bersama sambal tumis atau kari.,0
2024-08-24T23:36:41Z,@kalthomhamzah1840,Saya doa kn mna2yg beriman kpd Allah d selmat kn yg mna sesat dn menyesat kn orng lain pntas terima balasan agar aman negara  kmu d dunia ini,0
2024-08-24T16:44:31Z,@zmtulwsq,",namanya saja kabar bisa benar juga bisa keliru kecuali dari quran atau hadist",0
2024-08-24T13:11:30Z,@aldirevaldi3916,Kita ummat islam apapun kegiatanya jgn tinggalkan sholat lima waktu dan panjatkan do&#39;a setiap saat agar  selamat dunia dan akhirat semoga allah swt selalu melindungi ummatnya amin yarobbal &#39; alamin .,0
2024-08-24T11:09:23Z,@SuliyantiKunSantoso-tk3ko,"Sebagai Warga Negara Indonesia yang lekat dengan ibadah, kita sangat percaya akan petunjuk dari Tuhan Yang Maha Esa.Setidak nya sudah ada peringatan2 awal dari BMKG...kita sbgai umat manusia yang berAgama berdoa mohon petunjuk,pertolongan untuk jalan keluar nya agar kita semua bisa Selamat Jiwa,Raga,Nyawa...setidak nya tidak menjadi korban dari bencana tsb,atau lain nya.Aamiin, ya Rabbal&#39;alamiin.<br><br>Saya,🇮🇩🇮🇩🇮🇩<br>Suryafitrie Kusuma Wardhanie.",0
2024-08-24T06:33:58Z,@iwanhs2153,"nah bgmn kita siap2 atau waspada kalau akan terjadi gempa besar, apa yg bisa masyarakat siapkan. contoh bgmn usaha masyarakat apa yg harus disiapkan. kok tdk ada program2 dari pemerintah ttg apa yg hrs dilakukan bila terjadi gempa besar.",0
2024-08-24T06:26:09Z,@AndiFirman-gf3qe,wkwkwk jangan percaya. itu semua konpirasi. biar semua pindah ke kalimantan. itu akal2 lan pemerintah. karna gak mau menanggung tranmigrasi. makannya di takut2 tin biar pindah ke kalimantan. karna d sana laha sudan d sedikan. kalo di tranmigrasi pemerintah keluar dana. kalo di takut2 tin kan gratis pada pindah sendiri. . pikir saja sendiri. yg di takut2tin hanya daerah yg padat penduduk aja.,0
2024-08-24T05:24:58Z,@nikosteel6931,Ini takkan,0
2024-08-24T03:00:44Z,@wongrinto5183,Epret,0
2024-08-23T19:12:36Z,@IkomangMerta-yz8pm,Kalo udah terjadi mau bagaimana lagi,0
2024-08-23T18:01:32Z,@yokopratama250,Mengharap gempa<br>Hal yg tidak pasti terjadi di inginkan.sesungguhnya bencana itu kehendak allah.manusia tidak bisa apa2,0
2024-08-23T17:54:40Z,@putrahamdani3836,"Tahun 1999 waktu sd dulu saya tinggal di manado, terjadi banjir bandang setinggi 2 meter. Atas kuasa Allah masjid dekat rumah tidak masuk air sedikit pun. Begitu dahsyat nya kuasa Allah. Hasbunallah wanni&#39;mal wakil.",14
2024-08-23T16:37:46Z,@abdulkholikk-y7t,"Negara ini harusnya kasih solusi kalo sudah berani memberitakan, jepang saja sebelum ada gempa ada alarm bunyi, di indo di takut2 i tp TDK ada solusi",0
2024-08-23T16:28:58Z,@Cuner-y9m,"😂😂😂😂kalu japan jauh lah ,",0
2024-08-23T13:56:26Z,@riridwijayanti6885,Perlu kita ketauhui. Apapun musibahnya.kita semua Pasti Akan Kembali Kepada Illahi...,0
2024-08-23T13:41:04Z,@samujisugiono5655,Mati itu wajib...kaya itu sunah,0
2024-08-23T04:13:42Z,@fetiyani2884,Yaallah,0
2024-08-23T03:02:05Z,@Annisa_official928,"Siasat jokowi biar pindah ramai-ramai ke ikn,",0
2024-08-23T00:00:08Z,@murniati7595,Smg tdk terjadi di Indonesia.. Smg Allag sll melindungi rakyat Indonesia..aamiin YRA,0
2024-08-22T23:44:01Z,@fujiijupchannel,"Untuk alat pendeteksi balik lagi sih ke pemerintah mau ga membangun itu buat pendeteksi gempa dan sunami sprti di jepang ,, setidaknya masarkat waspada dan tau akan terjadi ,, dan lebih siap masarkat menghadapinya ,,",0
2024-08-23T15:05:04Z,@rifkiro,udah pernah tapi dicolong sama warganya wkwkwkw,0
2024-08-30T07:16:29Z,@kobo_chan,alat nya di colong terus di kiloin,0
2024-08-22T21:31:15Z,@gamingmlbb4944,😂😂😂gempa apa pengen tenar aja,0
2024-08-22T21:00:36Z,@linasumiati1445,"Dalam pandangan agama, bencana bukan sekedar fenomena alam tetapi  merupakan peringatan, yg terjadi akibat banyaknya kemaksiatan berupa perzinahan, korupsi, menantang syariat.",2
2024-08-22T19:11:54Z,@bysonasko744,"Mengingat ingat pesanan dari........ Agar pindah ke ikn, karena masyarakat ogah pindah ke ikn, mengingat nanti nya jika masyarakat ogah pindah ke ikn maka investor asing akan di perbolehkan tinggal di +62 lebih dari 10thn lebih, dan nanti nya pulau tersebut akan berubah nama😏😏",0
2024-08-22T17:18:00Z,@KKN_Tumbang,"bumi ber lapis² sdh di jabarkan di dlm Al&#39;quran. dan bumi, Allah ciptakan untk dihancurkan (itu tujuan akhirnya; kiamat kubro) hancur tdk ada yg tersisa. ga ush khawatir dgn perkiraan. fokus berjuang dan berdoa. tawakal.<br><br>gempa buat rezim adalah putusan MK 7,5% ambang batas pilkada. ini br benar.",0
2024-08-22T16:43:03Z,@enthoeeet,Pejabat koruptor ketimpa gedung .,0
2024-08-22T16:40:52Z,@mancinggacoralrobet8801,Akal&quot;.... Paleng megatron...,0
2024-08-22T16:21:50Z,@dedehendra8973,Terus kapan .ituh dari dulu bikin sibuk masarakat bikin cemas,0
2024-08-23T15:05:59Z,@rifkiro,itu peringatan disuruh waspada kalo engga ya alhamdulillah,0
2024-08-22T16:21:02Z,@muhamadgias4635,halah hoax itu..,0
2024-08-22T16:14:48Z,@mazlanismail-wz7by,Teknologi...? Atau ongkosnya?,0
2024-08-22T16:00:11Z,@aldigalaxi8549,Tuhan tidak akan turunkn bencana Tampa swatu alasan.semoga kita semua di jauhkn dari segala bncana.,0
